"sample","latitude","longitude","Macroalgae","Unconsolidated","Seagrasses","Sponges","Consolidated","Other","Macrophytes","Stony.corals","method","marine.park","Urchin.density"
"output_0649.jpeg",-29.526412,114.984692,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0650.jpeg",-29.526479,114.9847,44,24,0,0,20,0,44,0,"Towed","Dongara",0
"output_0651.jpeg",-29.526539,114.984703,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0652.jpeg",-29.526586,114.984703,12,0,80,0,0,0,92,0,"Towed","Dongara",0
"output_0653.jpeg",-29.526631,114.984713,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0654.jpeg",-29.526707,114.98472,76,0,12,0,0,0,88,0,"Towed","Dongara",0
"output_0655.jpeg",-29.526762,114.984715,0,4,96,0,0,0,96,0,"Towed","Dongara",0
"output_0656.jpeg",-29.526806,114.984705,4.35,0,39.13,0,0,0,43.48,0,"Towed","Dongara",0
"output_0657.jpeg",-29.526857,114.984712,0,0,72,0,0,0,72,0,"Towed","Dongara",0
"output_0658.jpeg",-29.526926,114.984702,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0659.jpeg",-29.526994,114.9847,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0660.jpeg",-29.527052,114.9847,0,0,4,0,0,0,4,0,"Towed","Dongara",0
"output_0661.jpeg",-29.527124,114.984705,0,100,0,0,0,0,0,0,"Towed","Dongara",0
"output_0662.jpeg",-29.527177,114.984707,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0663.jpeg",-29.527241,114.984692,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0664.jpeg",-29.527304,114.984687,24,0,28,0,0,0,52,0,"Towed","Dongara",0
"output_0692.jpeg",-29.526194,114.987203,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0693.jpeg",-29.526152,114.987288,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0694.jpeg",-29.526109,114.987347,0,0,28,4,0,0,28,0,"Towed","Dongara",0
"output_0695.jpeg",-29.526074,114.987383,0,0,56,0,0,0,56,0,"Towed","Dongara",0
"output_0696.jpeg",-29.526032,114.987422,0,0,64,0,0,0,64,0,"Towed","Dongara",0
"output_0697.jpeg",-29.525987,114.98745,0,0,8,0,0,0,8,0,"Towed","Dongara",0
"output_0698.jpeg",-29.525939,114.987468,0,0,36,0,0,0,36,0,"Towed","Dongara",0
"output_0699.jpeg",-29.525867,114.987475,8,0,28,0,12,0,36,0,"Towed","Dongara",0
"output_0700.jpeg",-29.525804,114.987467,0,0,92,0,0,0,92,0,"Towed","Dongara",0
"output_0701.jpeg",-29.525731,114.987455,0,0,84,0,0,0,84,0,"Towed","Dongara",0
"output_0702.jpeg",-29.525664,114.987443,0,0,88,0,0,0,88,0,"Towed","Dongara",0
"output_0721.jpeg",-29.524322,114.987323,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0722.jpeg",-29.524244,114.987335,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0723.jpeg",-29.524154,114.987342,0,0,0,0,8,0,0,0,"Towed","Dongara",0
"output_0724.jpeg",-29.524079,114.987355,16,0,36,0,0,0,52,0,"Towed","Dongara",0
"output_0725.jpeg",-29.523991,114.987375,32,0,60,0,0,0,92,0,"Towed","Dongara",0
"output_0726.jpeg",-29.523911,114.987385,24,0,40,0,0,0,64,0,"Towed","Dongara",0
"output_0727.jpeg",-29.523839,114.987407,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0728.jpeg",-29.523766,114.987428,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0729.jpeg",-29.523692,114.987418,4,0,44,0,4,0,48,0,"Towed","Dongara",0
"output_0730.jpeg",-29.523611,114.987403,0,0,88,0,0,0,88,0,"Towed","Dongara",2.659495298
"output_0731.jpeg",-29.523534,114.987372,20,0,0,0,32,0,20,0,"Towed","Dongara",0
"output_0732.jpeg",-29.523459,114.987342,36,8,4,0,12,0,40,0,"Towed","Dongara",1.932584181
"output_0733.jpeg",-29.523386,114.987325,44,0,20,0,0,0,64,0,"Towed","Dongara",0
"output_0734.jpeg",-29.523317,114.987297,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0735.jpeg",-29.523247,114.987283,56,0,4,0,0,0,60,0,"Towed","Dongara",0
"output_0736.jpeg",-29.523189,114.987277,68,0,4,0,0,0,72,0,"Towed","Dongara",0
"output_0737.jpeg",-29.523129,114.987278,100,0,0,0,0,0,100,0,"Towed","Dongara",0
"output_0738.jpeg",-29.523069,114.987283,84,0,8,0,0,0,92,0,"Towed","Dongara",0
"output_0739.jpeg",-29.523019,114.987282,76,0,8,0,0,0,84,0,"Towed","Dongara",1.129630869
"output_0740.jpeg",-29.522957,114.987277,56,0,40,0,4,0,96,0,"Towed","Dongara",2.896072283
"output_0741.jpeg",-29.522887,114.987272,60,0,12,0,12,0,72,0,"Towed","Dongara",0
"output_0742.jpeg",-29.522816,114.987258,72,28,0,0,0,0,72,0,"Towed","Dongara",0
"output_0743.jpeg",-29.522761,114.987235,92,0,0,0,0,0,92,0,"Towed","Dongara",0
"output_0744.jpeg",-29.522702,114.987217,40,0,0,0,0,0,40,0,"Towed","Dongara",0
"output_0745.jpeg",-29.522649,114.987197,44,0,24,0,0,0,68,0,"Towed","Dongara",0
"output_0746.jpeg",-29.522591,114.987163,80,0,0,0,20,0,80,0,"Towed","Dongara",0
"output_0747.jpeg",-29.522541,114.987138,100,0,0,0,0,0,100,0,"Towed","Dongara",0
"output_0748.jpeg",-29.522491,114.987118,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0749.jpeg",-29.522431,114.987105,0,0,0,0,0,100,0,0,"Towed","Dongara",0
"output_0750.jpeg",-29.522364,114.987098,68,0,0,0,0,0,68,0,"Towed","Dongara",0
"output_0751.jpeg",-29.522299,114.987102,16,0,0,0,0,0,16,0,"Towed","Dongara",0
"output_0752.jpeg",-29.522222,114.987107,36,0,0,0,0,0,36,0,"Towed","Dongara",0
"output_0753.jpeg",-29.522156,114.9871,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0754.jpeg",-29.522082,114.987107,32,0,0,0,0,0,32,0,"Towed","Dongara",0
"output_0755.jpeg",-29.522022,114.98711,32,0,0,0,0,0,32,0,"Towed","Dongara",0
"output_0756.jpeg",-29.521962,114.987117,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0757.jpeg",-29.521892,114.987125,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0758.jpeg",-29.521837,114.987113,8,0,0,0,0,0,8,0,"Towed","Dongara",0
"output_0759.jpeg",-29.521782,114.987105,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0760.jpeg",-29.521719,114.987098,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0761.jpeg",-29.521661,114.987083,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0762.jpeg",-29.521587,114.987078,0,0,4,0,0,0,4,0,"Towed","Dongara",0
"output_0763.jpeg",-29.521526,114.987073,0,100,0,0,0,0,0,0,"Towed","Dongara",0
"output_0764.jpeg",-29.521454,114.987072,20,0,0,0,0,0,20,0,"Towed","Dongara",1.683370019
"output_0765.jpeg",-29.521391,114.987082,12,0,0,0,0,8,12,0,"Towed","Dongara",4.147306331
"output_0766.jpeg",-29.521322,114.987083,36,0,0,0,0,16,36,0,"Towed","Dongara",7.139629077
"output_0767.jpeg",-29.521249,114.987092,16,0,0,0,0,4,16,0,"Towed","Dongara",0.77638496
"output_0768.jpeg",-29.521177,114.987078,52,0,0,0,0,0,52,0,"Towed","Dongara",1.071048366
"output_0769.jpeg",-29.521106,114.987063,54.17,0,0,0,45.83,0,54.17,0,"Towed","Dongara",0
"output_0770.jpeg",-29.521044,114.98704,0,0,100,0,0,0,100,0,"Towed","Dongara",0.631944077
"output_0771.jpeg",-29.520969,114.987008,76,0,0,0,12,0,76,0,"Towed","Dongara",0
"output_0772.jpeg",-29.520887,114.986977,0,0,0,0,0,0,0,0,"Towed","Dongara",1.953281691
"output_0773.jpeg",-29.520816,114.986963,68,0,0,0,0,0,68,0,"Towed","Dongara",0.932434114
"output_0774.jpeg",-29.520752,114.986947,0,0,8,0,0,0,8,0,"Towed","Dongara",0
"output_0775.jpeg",-29.520686,114.986953,44,0,0,0,0,0,44,0,"Towed","Dongara",0
"output_0776.jpeg",-29.520614,114.986953,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0777.jpeg",-29.520552,114.986957,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0778.jpeg",-29.520492,114.986963,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0779.jpeg",-29.520441,114.98696,0,0,56,0,0,4,56,0,"Towed","Dongara",1.827810086
"output_0780.jpeg",-29.520389,114.986962,88,0,0,0,0,0,88,0,"Towed","Dongara",0
"output_0781.jpeg",-29.520329,114.98696,12,0,0,0,0,0,12,0,"Towed","Dongara",0
"output_0782.jpeg",-29.520272,114.986972,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0783.jpeg",-29.520211,114.98698,0,100,0,0,0,0,0,0,"Towed","Dongara",0
"output_0784.jpeg",-29.520152,114.986995,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0785.jpeg",-29.520091,114.987017,0,0,36,0,0,0,36,0,"Towed","Dongara",0
"output_0786.jpeg",-29.520027,114.98704,16,0,44,0,0,0,60,0,"Towed","Dongara",1.232171294
"output_0787.jpeg",-29.519969,114.98706,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_0788.jpeg",-29.519897,114.987072,84,0,16,0,0,0,100,0,"Towed","Dongara",0
"output_0789.jpeg",-29.519846,114.98708,32,0,68,0,0,0,100,0,"Towed","Dongara",0
"output_0790.jpeg",-29.519789,114.9871,56,0,0,0,0,20,56,0,"Towed","Dongara",0
"output_0791.jpeg",-29.519719,114.987108,8,0,60,0,0,0,68,0,"Towed","Dongara",0
"output_0792.jpeg",-29.519654,114.987113,32,0,56,0,0,0,88,0,"Towed","Dongara",0
"output_0793.jpeg",-29.519594,114.98712,76,0,12,0,0,0,88,0,"Towed","Dongara",0
"output_0794.jpeg",-29.519521,114.987112,16,0,84,0,0,0,100,0,"Towed","Dongara",0
"output_0795.jpeg",-29.519451,114.987103,60,0,12,0,0,28,72,0,"Towed","Dongara",0
"output_0796.jpeg",-29.519374,114.987102,88,12,0,0,0,0,88,0,"Towed","Dongara",0
"output_0797.jpeg",-29.519297,114.987093,20,0,0,0,52,0,20,0,"Towed","Dongara",3.169461506
"output_0798.jpeg",-29.519231,114.987075,36,0,16,0,0,0,52,0,"Towed","Dongara",1.681080261
"output_0799.jpeg",-29.519164,114.987043,0,0,0,0,0,0,0,0,"Towed","Dongara",2.630504171
"output_0800.jpeg",-29.519111,114.98703,4,0,0,0,0,0,4,0,"Towed","Dongara",0
"output_0801.jpeg",-29.519047,114.987008,36,0,0,0,0,0,36,0,"Towed","Dongara",0
"output_0802.jpeg",-29.518984,114.986995,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_0804.jpeg",-29.518889,114.986962,64,0,0,0,20,0,64,0,"Towed","Dongara",1.237672059
"output_0805.jpeg",-29.518861,114.986943,80,0,0,0,20,0,80,0,"Towed","Dongara",0
"output_0806.jpeg",-29.518846,114.986947,64,0,0,0,36,0,64,0,"Towed","Dongara",0
"output_0807.jpeg",-29.518827,114.986948,84,0,0,0,16,0,84,0,"Towed","Dongara",0
"output_0808.jpeg",-29.518817,114.986952,72,0,0,0,28,0,72,0,"Towed","Dongara",0
"output_1025.jpeg",-29.520694,114.979445,28,0,40,0,0,0,68,0,"Towed","Dongara",0
"output_1026.jpeg",-29.520741,114.979368,8,0,84,0,0,0,92,0,"Towed","Dongara",0
"output_1027.jpeg",-29.520782,114.979312,32,0,44,0,0,0,76,0,"Towed","Dongara",0
"output_1028.jpeg",-29.520822,114.979257,8,0,52,0,0,4,60,0,"Towed","Dongara",0
"output_1029.jpeg",-29.520852,114.979215,25,0,25,0,0,0,50,0,"Towed","Dongara",0
"output_1030.jpeg",-29.520869,114.979177,8,0,20,0,4,0,28,0,"Towed","Dongara",0
"output_1031.jpeg",-29.520889,114.979138,36,0,20,0,0,0,56,0,"Towed","Dongara",0.895309001
"output_1032.jpeg",-29.520902,114.979085,12,0,0,0,4,0,12,0,"Towed","Dongara",0
"output_1033.jpeg",-29.520892,114.979017,8,0,0,0,0,0,8,0,"Towed","Dongara",0
"output_1034.jpeg",-29.520864,114.978922,12,0,0,0,0,0,12,0,"Towed","Dongara",0
"output_1035.jpeg",-29.520841,114.978838,4,0,16,0,4,0,20,0,"Towed","Dongara",0
"output_1036.jpeg",-29.520827,114.978772,8,0,40,0,0,0,48,0,"Towed","Dongara",0
"output_1037.jpeg",-29.520829,114.978702,40,0,0,0,0,0,40,0,"Towed","Dongara",0
"output_1038.jpeg",-29.520846,114.978623,12,0,32,0,0,0,44,0,"Towed","Dongara",0
"output_1039.jpeg",-29.520877,114.978548,12,0,24,0,0,0,36,0,"Towed","Dongara",0
"output_1040.jpeg",-29.520907,114.978478,8,0,28,0,0,0,36,0,"Towed","Dongara",0
"output_1041.jpeg",-29.520936,114.978403,4,0,4,0,12,0,8,0,"Towed","Dongara",1.588648882
"output_1042.jpeg",-29.520959,114.97834,44,0,36,0,0,0,80,0,"Towed","Dongara",0
"output_1043.jpeg",-29.520982,114.978262,32,0,60,0,0,0,92,0,"Towed","Dongara",0
"output_1044.jpeg",-29.521016,114.978187,44,0,36,0,4,0,80,0,"Towed","Dongara",0
"output_1045.jpeg",-29.521044,114.978113,36,0,24,0,4,0,60,0,"Towed","Dongara",0
"output_1046.jpeg",-29.521074,114.978045,36,0,48,0,0,0,84,0,"Towed","Dongara",0
"output_1047.jpeg",-29.521119,114.977982,88,0,0,0,0,0,88,0,"Towed","Dongara",0
"output_1048.jpeg",-29.521152,114.977928,44,0,28,0,0,0,72,0,"Towed","Dongara",0
"output_1049.jpeg",-29.521177,114.977868,72,0,24,0,0,0,96,0,"Towed","Dongara",0
"output_1050.jpeg",-29.521199,114.977795,0,0,24,0,0,44,24,0,"Towed","Dongara",0
"output_1051.jpeg",-29.521202,114.977737,52,20,24,0,0,4,76,0,"Towed","Dongara",2.505814825
"output_1052.jpeg",-29.521197,114.977678,28,28,44,0,0,0,72,0,"Towed","Dongara",0
"output_1053.jpeg",-29.521192,114.977612,44,0,16,0,0,4,60,0,"Towed","Dongara",1.485901901
"output_1054.jpeg",-29.521199,114.977543,8,0,92,0,0,0,100,0,"Towed","Dongara",0
"output_1055.jpeg",-29.521232,114.977465,8,0,60,0,0,32,68,0,"Towed","Dongara",0
"output_1056.jpeg",-29.521269,114.977403,4,0,60,0,0,0,64,0,"Towed","Dongara",0
"output_1057.jpeg",-29.521309,114.977357,8,0,68,0,0,0,76,0,"Towed","Dongara",0
"output_1058.jpeg",-29.521346,114.977315,24,0,56,0,0,0,80,0,"Towed","Dongara",0
"output_1059.jpeg",-29.521384,114.977263,52,0,32,0,0,0,84,0,"Towed","Dongara",0
"output_1060.jpeg",-29.521411,114.97721,0,0,92,0,0,4,92,0,"Towed","Dongara",0
"output_1061.jpeg",-29.521441,114.97714,24,28,32,0,0,0,56,0,"Towed","Dongara",0
"output_1062.jpeg",-29.521461,114.97707,88,0,8,0,0,0,96,0,"Towed","Dongara",0
"output_1063.jpeg",-29.521467,114.97701,100,0,0,0,0,0,100,0,"Towed","Dongara",0
"output_1064.jpeg",-29.521471,114.97695,8,0,72,0,0,0,80,0,"Towed","Dongara",0
"output_1065.jpeg",-29.521486,114.9769,0,0,68,0,0,0,68,0,"Towed","Dongara",0
"output_1066.jpeg",-29.521501,114.976862,64,0,0,0,0,0,64,0,"Towed","Dongara",0
"output_1067.jpeg",-29.521534,114.976817,28,0,72,0,0,0,100,0,"Towed","Dongara",0
"output_1068.jpeg",-29.521569,114.976785,72,0,0,0,0,28,72,0,"Towed","Dongara",0
"output_1069.jpeg",-29.521617,114.97675,84,0,0,0,0,16,84,0,"Towed","Dongara",0
"output_1070.jpeg",-29.521652,114.976723,48,0,44,0,0,0,92,0,"Towed","Dongara",0
"output_1071.jpeg",-29.521696,114.976685,48,8,0,0,4,0,48,0,"Towed","Dongara",0
"output_1072.jpeg",-29.521739,114.97665,72,0,16,0,0,0,88,0,"Towed","Dongara",0
"output_1073.jpeg",-29.521769,114.976612,100,0,0,0,0,0,100,0,"Towed","Dongara",0
"output_1074.jpeg",-29.521802,114.976563,72,0,4,0,0,24,76,0,"Towed","Dongara",0
"output_1075.jpeg",-29.521844,114.976512,56,0,44,0,0,0,100,0,"Towed","Dongara",0
"output_1076.jpeg",-29.521879,114.97645,60,0,40,0,0,0,100,0,"Towed","Dongara",0
"output_1077.jpeg",-29.521906,114.976392,28,0,40,0,0,0,68,0,"Towed","Dongara",0
"output_1078.jpeg",-29.521926,114.97634,84,0,0,0,0,0,84,0,"Towed","Dongara",0
"output_1079.jpeg",-29.521941,114.97627,0,0,100,0,0,0,100,0,"Towed","Dongara",0
"output_1080.jpeg",-29.521964,114.976203,32,0,24,0,0,0,56,0,"Towed","Dongara",0
"output_1081.jpeg",-29.521981,114.97614,48,8,44,0,0,0,92,0,"Towed","Dongara",0
"output_1082.jpeg",-29.522002,114.97608,92,0,0,0,0,0,92,0,"Towed","Dongara",0
"output_1083.jpeg",-29.522017,114.976025,4,0,92,0,0,4,96,0,"Towed","Dongara",0
"output_1084.jpeg",-29.522032,114.975967,40,0,20,8,0,32,60,0,"Towed","Dongara",4.750681255
"output_1085.jpeg",-29.522052,114.975913,68,0,4,0,0,0,72,0,"Towed","Dongara",0
"output_1086.jpeg",-29.522071,114.975868,48,0,8,0,0,4,56,0,"Towed","Dongara",0
"output_1087.jpeg",-29.522097,114.975822,60,0,4,0,0,28,64,0,"Towed","Dongara",0
"output_1088.jpeg",-29.522116,114.975783,12,0,72,0,0,16,84,0,"Towed","Dongara",0
"output_1089.jpeg",-29.522146,114.975747,16,0,68,0,0,16,84,0,"Towed","Dongara",0
"output_1090.jpeg",-29.522164,114.975713,84,0,16,0,0,0,100,0,"Towed","Dongara",0
"output_1091.jpeg",-29.522189,114.975687,72,0,12,0,0,0,84,0,"Towed","Dongara",0
"output_1092.jpeg",-29.522211,114.97566,44,0,52,0,0,0,96,0,"Towed","Dongara",0
"output_1093.jpeg",-29.522236,114.975633,88,0,12,0,0,0,100,0,"Towed","Dongara",0
"output_1094.jpeg",-29.522261,114.975598,64,0,8,0,0,0,72,0,"Towed","Dongara",0
"output_1095.jpeg",-29.522279,114.975553,24,0,40,0,0,0,64,0,"Towed","Dongara",0
"output_1096.jpeg",-29.522272,114.975488,12,0,60,0,0,0,72,0,"Towed","Dongara",0
"output_1097.jpeg",-29.522266,114.975423,32,0,48,0,0,0,80,0,"Towed","Dongara",0
"output_1098.jpeg",-29.522261,114.975348,44,12,24,0,0,0,68,0,"Towed","Dongara",0
"output_1099.jpeg",-29.522271,114.975278,24,0,52,0,0,0,76,0,"Towed","Dongara",0
"output_1100.jpeg",-29.522282,114.975218,60,0,32,0,0,0,92,0,"Towed","Dongara",0
"output_1101.jpeg",-29.522311,114.975162,16,0,56,0,0,16,72,0,"Towed","Dongara",0
"output_1102.jpeg",-29.522354,114.975108,60,0,28,0,0,0,88,0,"Towed","Dongara",0
"output_1103.jpeg",-29.522392,114.975072,64,8,0,0,0,0,64,0,"Towed","Dongara",0
"output_1104.jpeg",-29.522432,114.975032,24,0,8,0,0,0,32,0,"Towed","Dongara",0
"output_1105.jpeg",-29.522476,114.974993,20,0,16,0,48,0,36,0,"Towed","Dongara",0
"output_1106.jpeg",-29.522517,114.974943,28,0,32,0,8,0,60,0,"Towed","Dongara",0
"output_1107.jpeg",-29.522559,114.974885,24,0,12,0,8,0,36,0,"Towed","Dongara",0
"output_1108.jpeg",-29.522604,114.974832,48,0,0,0,16,0,48,0,"Towed","Dongara",0
"output_1109.jpeg",-29.522641,114.974775,12,0,0,0,12,0,12,0,"Towed","Dongara",0
"output_1110.jpeg",-29.522676,114.974707,16,0,0,0,20,0,16,0,"Towed","Dongara",0
"output_1111.jpeg",-29.522704,114.974642,16,0,4,0,16,0,20,0,"Towed","Dongara",0
"output_1112.jpeg",-29.522717,114.974568,16.67,0,20.83,0,41.67,0,37.5,0,"Towed","Dongara",0
"output_1113.jpeg",-29.522734,114.974518,40,0,0,0,8,0,40,0,"Towed","Dongara",0
"output_1114.jpeg",-29.522762,114.974455,12,0,0,0,52,0,12,0,"Towed","Dongara",0
"output_1115.jpeg",-29.522784,114.974412,4,0,0,0,4,0,4,0,"Towed","Dongara",0
"output_1116.jpeg",-29.522812,114.974355,12,0,20,0,24,0,32,0,"Towed","Dongara",0
"output_1117.jpeg",-29.522849,114.97431,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1118.jpeg",-29.522896,114.974248,0,0,0,0,20,0,0,0,"Towed","Dongara",0
"output_1119.jpeg",-29.522929,114.9742,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1120.jpeg",-29.522964,114.974145,12,0,4,0,28,0,16,0,"Towed","Dongara",0
"output_1121.jpeg",-29.522989,114.974082,28,0,0,0,0,0,28,0,"Towed","Dongara",0
"output_1122.jpeg",-29.523006,114.974022,8,0,0,0,12,0,8,0,"Towed","Dongara",0
"output_1123.jpeg",-29.523017,114.973948,20,0,0,0,4,0,20,0,"Towed","Dongara",0
"output_1124.jpeg",-29.523019,114.973887,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1125.jpeg",-29.523007,114.973822,4,0,52,0,0,0,56,0,"Towed","Dongara",0
"output_1126.jpeg",-29.522997,114.973757,24,4,8,0,8,0,32,0,"Towed","Dongara",0
"output_1127.jpeg",-29.522989,114.973688,44,0,8,0,32,0,52,0,"Towed","Dongara",0
"output_1128.jpeg",-29.522992,114.973628,28,0,0,0,20,0,28,0,"Towed","Dongara",0
"output_1129.jpeg",-29.522997,114.973557,36,0,0,0,16,0,36,0,"Towed","Dongara",0
"output_1130.jpeg",-29.523024,114.973495,36,0,0,0,44,0,36,0,"Towed","Dongara",0
"output_1131.jpeg",-29.523067,114.973437,24,0,0,0,60,0,24,0,"Towed","Dongara",0
"output_1132.jpeg",-29.523104,114.973395,28,0,0,0,8,0,28,0,"Towed","Dongara",0
"output_1133.jpeg",-29.523142,114.973345,24,0,0,0,4,24,24,0,"Towed","Dongara",0
"output_1134.jpeg",-29.523169,114.973283,4,0,0,0,0,12,4,0,"Towed","Dongara",0
"output_1135.jpeg",-29.523192,114.97323,16,0,0,0,8,36,16,0,"Towed","Dongara",0
"output_1136.jpeg",-29.523207,114.973177,40,0,0,0,24,0,40,0,"Towed","Dongara",0
"output_1137.jpeg",-29.523224,114.973125,8,0,0,0,24,8,8,0,"Towed","Dongara",0
"output_1138.jpeg",-29.523241,114.973073,32,0,0,0,20,20,32,0,"Towed","Dongara",0
"output_1139.jpeg",-29.523259,114.973012,12,0,0,0,40,24,12,0,"Towed","Dongara",0
"output_1140.jpeg",-29.523276,114.972953,64,0,0,0,0,0,64,0,"Towed","Dongara",0
"output_1141.jpeg",-29.523284,114.972898,12,0,0,0,20,16,12,0,"Towed","Dongara",0
"output_1142.jpeg",-29.523294,114.972847,8,0,16,0,32,16,24,0,"Towed","Dongara",0
"output_1143.jpeg",-29.523297,114.972792,32,0,24,0,20,4,56,0,"Towed","Dongara",0
"output_1144.jpeg",-29.523304,114.972742,4.17,12.5,25,0,12.5,4.17,29.17,0,"Towed","Dongara",0
"output_1145.jpeg",-29.523309,114.972692,8,0,32,0,8,4,40,0,"Towed","Dongara",0
"output_1146.jpeg",-29.523311,114.972632,8,0,0,0,0,0,8,0,"Towed","Dongara",0
"output_1147.jpeg",-29.523321,114.97258,0,0,0,0,0,8,0,0,"Towed","Dongara",0
"output_1148.jpeg",-29.523334,114.972528,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1149.jpeg",-29.523346,114.972498,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1150.jpeg",-29.523371,114.97246,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1151.jpeg",-29.523404,114.972422,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1152.jpeg",-29.523436,114.972393,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1153.jpeg",-29.523471,114.97236,0,0,0,0,0,0,0,0,"Towed","Dongara",0
"output_1154.jpeg",-29.523502,114.972335,16,0,0,0,0,0,16,0,"Towed","Dongara",0
"output_1155.jpeg",-29.523526,114.972302,12,0,0,0,4,0,12,0,"Towed","Dongara",0
"output_1156.jpeg",-29.523547,114.972253,36,0,0,0,0,0,36,0,"Towed","Dongara",0
"output_1157.jpeg",-29.523566,114.9722,12,0,0,0,8,8,12,0,"Towed","Dongara",0
"output_1158.jpeg",-29.523574,114.972145,8,0,0,0,0,0,8,0,"Towed","Dongara",0
"output_1159.jpeg",-29.523582,114.972092,24,0,0,0,0,48,24,0,"Towed","Dongara",0
"output_1160.jpeg",-29.523587,114.972037,24,0,0,0,0,16,24,0,"Towed","Dongara",0
"output_1161.jpeg",-29.523586,114.971985,24,0,0,0,16,36,24,0,"Towed","Dongara",0
"output_1162.jpeg",-29.523581,114.971942,20,0,8,0,32,0,28,0,"Towed","Dongara",0
"output_1163.jpeg",-29.523581,114.971888,48,0,0,0,36,0,48,0,"Towed","Dongara",0
"output_1164.jpeg",-29.523581,114.971837,60,0,0,0,36,0,60,0,"Towed","Dongara",0
"output_1165.jpeg",-29.523587,114.971775,76,0,16,0,8,0,92,0,"Towed","Dongara",0
"output_1166.jpeg",-29.523616,114.971705,72,0,4,0,20,0,76,0,"Towed","Dongara",0
"output_1167.jpeg",-29.523664,114.971643,84,0,0,0,12,0,84,0,"Towed","Dongara",0
"output_1168.jpeg",-29.523729,114.971588,100,0,0,0,0,0,100,0,"Towed","Dongara",0
"output_1169.jpeg",-29.523771,114.971538,92,0,0,0,8,0,92,0,"Towed","Dongara",0
"output_1170.jpeg",-29.523802,114.971482,84,0,4,0,4,0,88,0,"Towed","Dongara",0
"output_1171.jpeg",-29.523822,114.971425,48,0,0,0,28,0,48,0,"Towed","Dongara",0
"output_1172.jpeg",-29.523832,114.971372,48,0,4,0,32,0,52,0,"Towed","Dongara",0
"output_1173.jpeg",-29.523837,114.971328,52,0,0,0,28,0,52,0,"Towed","Dongara",0
"output_1174.jpeg",-29.523836,114.971262,56,0,0,0,32,0,56,0,"Towed","Dongara",0
"output_1175.jpeg",-29.523836,114.971192,48,0,32,0,16,0,80,0,"Towed","Dongara",0
"output_1176.jpeg",-29.523836,114.971117,40,0,8,0,28,0,48,0,"Towed","Dongara",0
"output_1177.jpeg",-29.523847,114.971053,48,0,4,0,12,0,52,0,"Towed","Dongara",0
"output_1178.jpeg",-29.523861,114.970993,36,0,20,0,16,0,56,0,"Towed","Dongara",0
"output_1179.jpeg",-29.523887,114.970933,12,0,32,0,32,0,44,0,"Towed","Dongara",0
"output_1180.jpeg",-29.523917,114.970888,0,24,40,0,0,0,40,0,"Towed","Dongara",0
"output_1181.jpeg",-29.523942,114.970833,0,0,52,0,0,0,52,0,"Towed","Dongara",0
"output_1182.jpeg",-29.523961,114.970775,0,0,40,0,0,12,40,0,"Towed","Dongara",0
"output_1183.jpeg",-29.523981,114.970708,0,0,36,0,0,56,36,0,"Towed","Dongara",0
"output_1184.jpeg",-29.523994,114.970657,8,0,80,0,0,4,88,0,"Towed","Dongara",0
"output_1185.jpeg",-29.524007,114.970608,28,0,24,0,8,0,52,0,"Towed","Dongara",0
"output_1186.jpeg",-29.524022,114.970562,20,0,0,0,0,60,20,0,"Towed","Dongara",0
